SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_NAME,PLAYER_ID,SEASON
22020,1630173,0022000071,"JAN 01, 2021",MIA @ DAL,L,12,3,4,0.75,0,0,0.0,4,6,0.667,2,4,6,1,0,0,1,0,10,-5,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000058,"DEC 30, 2020",MIA vs. MIL,W,12,0,2,0.0,0,0,0.0,0,0,0.0,3,2,5,0,0,1,3,2,0,-2,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000051,"DEC 29, 2020",MIA vs. MIL,L,18,5,8,0.625,0,0,0.0,0,2,0.0,0,4,4,0,1,0,2,3,10,-15,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000005,"DEC 25, 2020",MIA vs. NOP,W,19,5,7,0.714,0,0,0.0,1,2,0.5,1,2,3,2,0,1,1,6,11,4,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000012,"DEC 23, 2020",MIA @ ORL,L,14,3,4,0.75,0,0,0.0,2,4,0.5,1,2,3,0,0,0,0,2,8,6,1,Precious Achiuwa,1630173,2020-21
22021,1630173,0022101226,"APR 10, 2022",TOR @ NYK,L,26,4,13,0.308,1,5,0.2,0,0,0.0,2,4,6,2,1,1,1,2,9,-7,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022101206,"APR 08, 2022",TOR vs. HOU,W,12,2,5,0.4,1,3,0.333,3,3,1.0,0,1,1,0,0,1,2,2,8,-28,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022101197,"APR 07, 2022",TOR vs. PHI,W,40,7,11,0.636,5,7,0.714,1,2,0.5,1,3,4,2,1,1,5,1,20,5,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022101182,"APR 05, 2022",TOR vs. ATL,W,24,4,11,0.364,0,4,0.0,3,5,0.6,1,1,2,0,1,0,0,1,11,21,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022101172,"APR 03, 2022",TOR vs. MIA,L,21,1,4,0.25,0,1,0.0,1,4,0.25,0,2,2,1,0,0,1,2,3,-2,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022101151,"APR 01, 2022",TOR @ ORL,W,16,4,6,0.667,1,3,0.333,2,2,1.0,1,2,3,1,0,0,0,1,11,-10,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022101141,"MAR 30, 2022",TOR vs. MIN,W,22,5,9,0.556,3,7,0.429,0,0,0.0,1,3,4,1,1,0,1,2,13,20,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022101127,"MAR 28, 2022",TOR vs. BOS,W,28,3,10,0.3,1,4,0.25,0,2,0.0,2,6,8,0,0,4,1,3,7,6,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022101109,"MAR 26, 2022",TOR vs. IND,W,24,7,12,0.583,4,5,0.8,0,0,0.0,2,4,6,4,1,0,0,1,18,30,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022101095,"MAR 24, 2022",TOR vs. CLE,W,22,3,10,0.3,0,3,0.0,4,4,1.0,0,4,4,1,0,0,0,2,10,8,1,Precious Achiuwa,1630173,2021-22
22021,1630173,0022101076,"MAR 21, 2022",TOR @ CHI,L,28,3,9,0.333,0,5,0.0,0,0,0.0,1,8,9,1,0,0,1,1,6,-11,1,Precious Achiuwa,1630173,2021-22
